	fc	p
RPS20P5	-2.493348831	0.22
HNRNPA1P6	-4.273811838	0.11
OMA1	2.725648376	0.46
TACSTD2	-6.64385619	0.24
RP4-592A1.2	-0.177227144	0.76
MYSM1	2.746956	0.5
RP11-63G10.4	-6.64385619	0.51
JUN	3.03401109	0.55
LINC01135	-6.64385619	0.23
RP4-794H19.1	-2.202025898	0.7
LINC01358	-5.720525505	0.42
FGGY	-0.132922595	0.36
HOOK1	-0.971562223	0.62
CYP2J2	4.986884438	0.32
RP11-776H12.1	-4.70273712	0.13
RP11-436K8.1	-3.203416333	0.57
NFIA	4.158870079	0.6
NFIA-AS2	-1.094453869	0.27
RP4-802A10.1	1.436034004	0.47
TM2D1	1.614326087	0.83
RP11-430G17.3	-1.773031086	0.26
PATJ	3.96235047	0.74
LAMTOR5P1	-6.64385619	0.63
RN7SL180P	-6.64385619	0.85
L1TD1	-6.64385619	0.75
KANK4	-5.637432888	0.04
USP1	2.000399974	0.12
DOCK7	-0.035852272	0.42
RP5-849H19.2	-1.145589388	0.66
RP11-230B22.1	-4.079925352	0.74
ATG4C	0.963466546	0.28
FOXD3-AS1	-6.64385619	0.79
FOXD3	-6.64385619	0.9
ALG6	-0.362374511	0.21
ITGB3BP	-0.619215941	0.34
EFCAB7	0.480930786	0.67
DLEU2L	-0.687395255	0.79
PGM1	4.97071387	0.72
RN7SL130P	1.25325363	0.37
ROR1	2.781249009	0.47
ROR1-AS1	-5.209605535	0.1
UBE2U	-2.823137044	0.6
CACHD1	-0.715348876	0.97
RAVER2	2.245274729	0.51
JAK1	4.045629233	0.98
LINC01359	0.650006055	0.77
SLC2A3P2	1.090739671	0.51
RP4-535B20.4	1.109561793	0.47
RNU6-1176P	2.176619406	0.94
MIR3671	0.465943164	1
MIR101-1	-6.64385619	0.87
RP4-535B20.1	0.648003551	0.52
AK4	3.392799132	0.3
RPS29P7	0.827122082	0.49
DNAJC6	0.722278139	0.05
LEPROT	2.861561199	0.37
LEPR	0.348143326	0.83
RP4-630A11.3	-1.191331751	0.86
PDE4B	0.932450324	0.06
SGIP1	0.391175442	0.7
MIR3117	-0.351978733	0.09
TCTEX1D1	-1.190422522	0.87
WDR78	-0.584295942	0.87
MIER1	1.921319071	0.6
SLC35D1	1.353732584	0.96
IL12RB2	-3.187415211	0.95
SERBP1	3.310560116	0.98
GADD45A	1.762413466	0.6
GNG12	3.249774753	0.91
RNU7-80P	-0.00133259	0.7
GNG12-AS1	-2.922634204	0.99
DIRAS3	1.22283833	0.31
ARL5AP3	-2.588097642	0.82
WLS	3.566806399	0.49
CTBP2P8	0.356349794	0.06
DEPDC1	-5.037971297	0.21
LRRC7	-4.686890883	0.62
LRRC40	2.324785628	0.95
RN7SL242P	-6.64385619	0.18
SRSF11	3.084681981	0.98
ANKRD13C	1.967056456	0.62
HHLA3	-1.138104702	0.59
CTH	0.013969001	0.77
PTGER3	-3.556342047	0.5
RP3-333A15.2	-3.279787107	0.27
ZRANB2	3.346581458	0.1
MIR186	4.244275897	0.43
ZRANB2-AS2	-3.017231751	0.88
NEGR1	-0.172023	0.79
GDI2P2	-6.64385619	0.92
LRRIQ3	-3.941075811	0.24
FPGT	1.735433737	0.52
FPGT-TNNI3K	2.181418478	0.9
TNNI3K	1.703746652	0.79
RP4-650F12.2	1.652303568	0.8
ERICH3	-5.889182397	0.44
RP11-17E13.2	-6.64385619	0.06
CRYZ	1.623899605	0.27
TYW3	1.974957459	0.55
SLC44A5	-1.797009084	0.65
RNU6-503P	-6.64385619	0.86
RP4-682C21.5	-3.558844886	0.44
ACADM	4.732708945	0.62
DLSTP1	-3.334692011	0.58
RABGGTB	2.609170691	0.97
MSH4	-3.288186942	0.95
ST6GALNAC3	0.014955542	0.6
TPI1P1	-0.036024492	0.9
ST6GALNAC5	-3.397186415	0.18
PIGK	2.254168731	0.9
AK5	-4.477783487	0.75
ZZZ3	2.438775447	0.37
USP33	2.801068828	0.9
MIGA1	1.204999224	0.44
RP11-181C21.4	-2.275600139	0.31
NSRP1P1	-0.876844682	0.89
HSPE1P25	-1.026950217	0.18
NEXN-AS1	-4.782949165	0.97
NEXN	5.923560565	0.22
FUBP1	3.689878327	0.5
DNAJB4	4.308754256	0.62
GIPC2	-0.560258333	0.4
RP11-386I14.4	-0.767693383	0.82
RP11-386I14.2	-6.64385619	0.04
RP11-386I14.3	-0.377825465	0.76
MGC27382	-3.591529427	0.14
PTGFR	-1.656663117	0.57
IFI44L	1.633793672	0
IFI44	2.658949094	0.15
RP4-641G12.3	-1.763205743	0.36
RP4-641G12.4	-1.100950275	0.83
ADGRL4	2.490786828	0.92
ADGRL2	3.354229335	0.02
HNRNPA3P14	-4.000829596	0.15
RP5-837I24.1	-6.64385619	0.71
RP5-837I24.6	-2.427401744	0.01
ST13P20	-3.019723842	0.81
RP11-475O6.1	-2.593356032	0.72
TTLL7	0.04872536	0.41
TTLL7-IT1	-2.693518221	0.4
RP11-486G15.2	-0.706135247	0.65
PRKACB	2.616596951	0.18
RP11-486G15.1	0.785198735	0.65
RP11-82H13.2	-6.64385619	0.28
SAMD13	-2.187361581	0.44
RP11-376N17.4	-6.64385619	0.64
DNASE2B	-6.64385619	0.72
RPF1	2.903400737	0.09
GNG5	4.347406318	0.55
SPATA1	-2.27671761	0.69
CTBS	0.200413408	0.69
SSX2IP	0.747727435	0.85
LPAR3	0.456615375	0.7
MCOLN2	-6.64385619	0.14
WDR63	-2.910113544	0.09
MCOLN3	-3.592871055	0.78
RP11-33E12.2	0.877531115	0.56
SYDE2	2.500540996	0.06
C1orf52	1.124259017	0.73
BCL10	0.691702458	0.41
RP11-131L23.1	-6.64385619	0.87
DDAH1	2.130268535	0.48
Y_RNA	-0.840401778	0.91
RP4-621F18.2	-1.341108979	0.57
CYR61	1.960875804	0.32
ZNHIT6	1.092503171	0.05
COL24A1	-1.798595881	0.3
ODF2L	0.651878679	0.36
CLCA2	-6.64385619	0.43
RP4-612B15.3	-1.937166806	0.88
SH3GLB1	4.190340884	0.57
SELENOF	3.287527778	0.39
HS2ST1	1.21192799	0.91
RP11-384B12.3	-0.750626063	0.05
LINC01140	-2.268057723	0.65
LMO4	1.293410427	0.62
RP11-60A14.1	-5.080969612	0.49
RP5-1027O11.1	-6.64385619	0.31
PKN2	3.08964668	0.19
RNU6-125P	1.500460919	0.67
TCEB1P19	1.776152026	0.24
GTF2B	2.018036941	0.62
KYAT3	1.125382579	0.78
RBMXL1	1.699498284	0.98
GBP3	0.364819496	0.28
GBP1	0.069567946	0.24
PTGES3P1	-0.972399143	0.16
GBP2	0.054686679	0.41
GBP7	-3.57763683	0.28
GBP4	1.533675071	0.85
GBP5	-4.657005579	0.71
RP4-620F22.3	-6.64385619	0.37
GBP6	-5.049367112	0.58
GBP1P1	-1.653695913	0.04
LRRC8B	0.365903117	0.52
FLJ27354	0.703228936	0.85
RP11-413E1.4	0.47574219	0.79
LRRC8C	1.185431587	0.75
RP5-943J3.1	-6.64385619	0.37
LRRC8D	0.926068209	0.21
RP11-302M6.5	-3.055300629	0.14
GEMIN8P4	-0.762838282	0.41
ZNF326	1.361587202	0.13
RP4-665J23.1	-1.441807235	0.78
PHKA1P1	-1.326904057	0.25
ZNF644	3.069827742	0.97
HFM1	0.120129589	0.05
CDC7	-1.383969628	0.47
HSP90B3P	-3.522752291	0.62
TGFBR3	2.457426138	0.82
RN7SL653P	1.049052191	0.24
EPHX4	-6.64385619	0.06
BTBD8	-1.657560475	0.49
PRKAR1AP1	-6.64385619	0.17
RP4-621B10.8	-1.383475779	0.46
GLMN	0.702384014	0.12
RPAP2	0.773984914	0.07
GFI1	-5.14420696	0.65
EVI5	2.685416499	0.29
RP4-593M8.1	0.810441474	0.08
HMGB3P9	1.68622594	0.12
RP11-330C7.4	-1.333681987	0.86
RPL5	5.248140319	0.29
FAM69A	0.332536511	0.97
SNORA66	1.187883964	0.36
MTF2	1.231554173	0.75
TMED5	2.078285047	0.12
CCDC18	-0.054007072	0.17
CCDC18-AS1	0.817437973	0.63
DR1	1.808842875	0.97
FNBP1L	2.637459648	0.11
BCAR3	1.40194082	0.6
RP11-488P3.1	-1.060751389	0.43
RP4-561L24.3	-2.467372538	0.1
DNTTIP2	2.039260292	0.93
GCLM	0.738655146	0.51
ABCA4	-5.338542969	0.62
ARHGAP29	2.3563462	0.6
ABCD3	3.059888432	0.8
F3	4.271782575	0.43
LINC01057	-2.616027809	0.47
KATNBL1P2	-3.603736922	0.34
SLC44A3	-1.619524363	0.3
CNN3	4.031954827	0.96
RP4-639F20.1	0.983606675	0.53
ALG14	-1.397712306	0.5
TMEM56	3.211227468	0.46
TMEM56-RWDD3	-2.361410756	0.01
RP11-57H12.2	0.532582506	0.52
RP11-57H12.3	-1.526185132	0.21
RWDD3	0.777943776	0.86
EEF1A1P11	-1.885656142	0.47
RPL7P9	-1.272855338	0.1
PTBP2	0.78371707	0.09
DPYD	1.210138571	0.76
DPYD-IT1	-2.639731849	1
SEC63P1	-2.30871595	0.25
MIR137HG	-6.64385619	0
SNX7	1.647647894	0.6
PLPPR5	-4.779978758	0.9
PLPPR4	-4.222640301	0.44
RP11-413P11.1	-3.883942334	0.22
PALMD	4.571261577	0.6
HMGB3P10	-0.418216373	0.98
FRRS1	0.621636633	0.98
AGL	2.211399263	0.48
RP5-884G6.2	-0.610901456	0.51
SLC35A3	0.026203066	0.11
MFSD14A	2.660889449	0.84
SASS6	-0.166493889	0.1
TRMT13	1.027951603	0.19
LRRC39	4.826487475	0.87
DBT	2.43471176	0.6
RTCA-AS1	-0.467605068	0.19
RTCA	2.601504989	0.64
MIR553	-0.156401963	0.08
CDC14A	0.082701637	0.98
GPR88	-6.64385619	0.62
VCAM1	0.010659256	0.11
EXTL2	0.863748844	0.08
SLC30A7	0.718190788	0.35
DPH5	1.553492922	0.21
RP11-421L21.3	0.100591131	0.2
RP4-575N6.4	0.27225131	0.23
S1PR1	3.725952333	0.7
RP4-575N6.5	-2.225463787	0.34
RP4-575N6.2	-6.64385619	0.18
COL11A1	-4.972228127	0.31
RNPC3	2.230496637	0.99
AMY2B	1.016880628	0.81
AMY2A	-6.64385619	0.12
RP11-364B6.2	-6.64385619	0.47
RP11-90H3.2	-3.161741841	0.91
RP11-90H3.1	-2.227784752	0.52
PRMT6	-0.375028802	0.99
NTNG1	-6.64385619	0.24
RP11-270C12.3	3.295775135	0.58
VAV3	-1.949334999	0.11
RP11-356N1.2	-4.088673271	0.37
SLC25A24	1.472081555	0.08
FAM102B	0.633566022	0.46
HENMT1	-2.441538058	0.63
PRPF38B	1.532767982	0.57
STXBP3	1.781834561	0
GPSM2	-2.46323875	0.97
CLCC1	2.513577098	0.76
WDR47	1.768325365	0.64
TAF13	2.59535283	0
RP5-1065J22.8	-2.060079571	0.34
TMEM167B	2.116533766	0.59
SCARNA2	-1.773031086	0.09
KIAA1324	-5.922484175	1
SARS	3.470238665	0.06
CELSR2	-0.654327979	0.6
PSRC1	-3.111998298	0.84
MYBPHL	-4.515404142	0.38
SORT1	4.255357318	0.05
PSMA5	1.606753442	0.02
SYPL2	2.269290924	0.33
ATXN7L2	-0.798236477	0.84
CYB561D1	-0.917108091	0.16
AMIGO1	1.147333556	0.45
GPR61	-4.88421235	0.05
GNAI3	0.633076854	0.82
AMPD2	-0.552062172	0.01
GSTM4	0.883089555	0.47
GSTM2	0.207880094	0.17
GSTM1	0.931635134	0.38
GSTM5	-1.732249293	0.07
RP4-735C1.4	-6.64385619	0.59
GSTM3	2.714606686	0.79
EPS8L3	-4.010269888	0.76
CSF1	0.368058966	0.81
AHCYL1	3.100446202	0.45
STRIP1	1.241990073	0.26
RP4-773N10.4	-0.612683679	0.96
SLC6A17	-6.64385619	0.1
KCNC4-AS1	-6.64385619	0.09
KCNC4	-1.286502167	0.67
RP5-1074L1.1	-6.64385619	0.55
RBM15	2.350568147	0.55
LAMTOR5-AS1	-0.942046035	0.51
SLC16A4	-1.220559742	0.29
RP5-1074L1.4	1.238687897	0.11
LAMTOR5	2.961943891	0.22
PROK1	-2.783118674	0.92
KCNA2	-2.973643203	0.49
RP11-284N8.3	-2.447541535	0.55
KCNA3	-4.133639659	0.45
CD53	-1.07672075	0.96
RP11-96K19.4	-2.31089413	0.99
LRIF1	1.515626356	0.38
DRAM2	2.23307137	0.23
CEPT1	0.692795019	0.77
RP5-1180E21.5	-3.275766197	0.26
DENND2D	-4.971211429	0.61
CHI3L2	-3.944925839	0.89
PIFO	-0.72570968	0.52
OVGP1	-1.207346577	0.25
RP11-552M11.8	-0.652218272	0.47
RP11-552M11.4	-2.735543563	0.24
WDR77	1.75080203	0.08
ATP5F1	5.121955943	0.37
C1orf162	0.137296957	0.81
TMIGD3	-3.99183473	0.21
ADORA3	-2.788628727	0.42
RAP1A	2.752575293	0.55
LINC01160	-2.432367029	0.95
FAM212B	-0.111416447	0.2
FAM212B-AS1	-2.722020971	0.55
DDX20	0.644963804	0.01
KCND3	1.525940553	0.97
KCND3-IT1	0.37149792	0.17
RP11-88H9.2	-4.51912843	0.65
RP5-965F6.2	-1.55258921	0.27
CTTNBP2NL	1.541500555	0.79
WNT2B	-0.370121214	0.67
RP4-671G15.2	-1.061427513	0.51
ST7L	0.891223374	0.93
CAPZA1	2.232468376	0.2
MOV10	0.466603138	0.35
RHOC	3.39163016	0.72
PPM1J	-0.385063134	0.4
SLC16A1	5.049568128	0.24
SLC16A1-AS1	0.360157006	0.42
RP11-31F15.2	-2.913984751	0.06
LRIG2	1.839894985	0.86
MAGI3	1.147535264	0.36
RP11-512F24.1	-2.974073901	0.6
PHTF1	0.483810103	0.32
RP4-730K3.3	-1.274738697	0.65
RSBN1	1.555152404	0.1
PTPN22	-3.268262497	0.53
BCL2L15	-3.904628419	0.5
AP4B1	0.442003741	0.92
DCLRE1B	-1.348030593	0.6
HIPK1-AS1	-3.864947144	0.24
HIPK1	3.152347946	0.1
OLFML3	1.214020667	0.25
TRIM33	2.558170535	0.32
BCAS2	3.081206308	0.98
DENND2C	0.072832245	0.06
AMPD1	-6.64385619	0.19
NRAS	1.881695654	0.48
CSDE1	6.783623555	0.97
SIKE1	1.936665717	0.66
TSPAN2	-0.628265355	0.77
RP4-663N10.1	-3.655643073	0.93
NGF	-0.635140246	0.33
VANGL1	-0.116959271	0.69
CASQ2	8.505008178	0.23
SLC22A15	0.884049659	0.01
ATP1A1	4.42164905	0.3
ATP1A1-AS1	-0.997356939	0.82
RNU6-817P	-0.760891498	0.13
RP4-655J12.4	-1.767308345	0.61
RP5-1086K13.1	-1.623660992	0.53
CD58	2.851510598	0.03
NAP1L4P1	0.747338418	0.59
IGSF3	1.558342129	0.52
CD2	-3.610546138	0.36
PTGFRN	4.977147782	0.22
CD101	-2.116184665	0.92
RP11-27K13.3	-4.60809339	0.27
TTF2	0.799437859	0.39
TRIM45	1.038627983	0.71
RPS15AP9	-2.570411934	0.45
RP11-188D8.1	-1.218556126	0.26
MAN1A2	2.389601417	0.95
RP4-675C20.4	-0.36155658	0.23
FAM46C	1.491131818	0.38
GDAP2	1.955526856	0.78
WDR3	0.641711801	0.92
SPAG17	-5.110341652	0.32
TBX15	-1.839140049	0.11
WARS2	1.518213756	0.94
WARS2-IT1	-2.428727682	0.53
RBMX2P3	-2.877375532	0.57
RPS3AP12	-1.997847761	1
RP11-418J17.1	0.226309074	0.05
GAPDHP32	-3.827162478	0.31
GAPDHP27	-3.854113	0.26
GAPDHP33	-1.69994871	0.33
LINC00622	-2.306534133	0.04
ZNF697	1.434526077	0.37
PHGDH	-1.259098223	0.77
HMGCS2	-1.465917902	0.88
RP5-1042I8.7	-1.453378971	0.07
NOTCH2	2.120101844	0.81
SEC22B	0.308997197	0.61
CH17-472G23.1	-3.630730527	0.01
PFN1P2	-4.551972282	0.44
NBPF8	-2.013261767	0.61
CH17-472G23.4	3.043557985	0.83
NBPF26	-4.643610792	0.91
RNVU1-19	-6.64385619	0.07
LINC00623	-4.677555933	0.04
FCGR1B	-5.166988641	0.29
HIST2H2BA	-3.477037013	0.88
SRGAP2C	-2.003922953	0.14
CH17-437K3.1	-0.477037924	0.97
RP11-343N15.2	-1.505709401	0.37
RP11-344P13.3	-2.977943432	0.51
EMBP1	-5.385383797	0.64
RP11-744H18.1	-6.64385619	0.93
RNVU1-17	-6.64385619	0.74
RP11-403I13.4	-6.64385619	0.65
FCGR1CP	-6.64385619	0.93
RNVU1-15	-6.64385619	0.52
NBPF15	-0.877182803	0.85
U1	5.94112175	0.91
SRGAP2B	-4.273007345	0.78
RP11-403I13.8	-4.326247747	0.66
CH17-373J23.1	-2.443224088	0.22
NBPF20	-3.163056373	0.97
U1	2.466842307	0.22
CH17-262O2.1	-6.64385619	0.93
NBPF25P	-5.278428579	0.7
GPR89A	-2.833548031	0.07
CD160	-6.64385619	0.58
RNF115	3.915194821	0.08
POLR3C	1.631825998	0.5
NUDT17	-0.178088223	0.05
PIAS3	1.057839903	0.8
ANKRD35	-2.269896366	0.81
ITGA10	-0.352429526	0.35
PEX11B	1.993461575	0.98
RBM8A	1.793645595	0.96
GNRHR2	-3.59968238	0.38
LIX1L	2.387177757	0.77
ANKRD34A	-2.060592382	0.53
CH17-270A2.1	-1.900576885	0.23
POLR3GL	2.181910809	0.36
TXNIP	7.794662454	0.52
HFE2	3.302465056	0.77
RNVU1-6	-6.64385619	0.37
RP11-458D21.1	-4.08090104	0.51
NBPF10	-2.915129459	0.69
NOTCH2NL	-3.270316291	0.08
U1	-1.403968238	0.18
CH17-408M7.1	-3.250322683	0.94
HYDIN2	-3.158192374	0.65
NBPF12	-1.383258429	0.27
NBPF13P	-2.782365427	0.72
PRKAB2	2.702097507	0.13
RP11-337C18.8	-0.459839835	0.22
FMO5	-3.174083296	0.86
PDIA3P1	0.12275775	0.9
CCT8P1	-1.048865421	0.04
RPL7AP15	-3.541342113	0.65
CHD1L	1.456446994	0.6
LINC00624	-6.64385619	0.07
BCL9	1.143444431	0.35
ACP6	0.143632454	0.63
GJA5	1.627138521	0.29
GPR89B	-1.963781178	0.81
RNVU1-7	0.567110438	0.58
PDE4DIPP1	-6.64385619	0.11
NBPF11	-2.536807161	0.11
RP4-565E6.1	-6.64385619	0.73
RP6-74O6.6	-6.64385619	0.01
RNVU1-1	-0.423184558	0.88
LINC01138	-3.092386197	0.19
RNU1-13P	0.584693682	0.71
RP11-495P10.1	-2.834959459	0.25
U1	-0.431836816	0.1
NBPF14	-2.520114606	0.48
PDE4DIP	4.837219875	0.64
NBPF9	-2.038374558	1
CH17-189H20.1	-2.385952829	0.12
WI2-1896O14.1	3.542250439	0.87
NBPF19	-3.632009552	0.35
LINC00869	-4.066591336	0.28
U1	-6.64385619	0.56
FCGR1A	-6.64385619	0.11
HIST2H2BF	-0.892766264	0.19
RP11-196G18.3	-3.67823948	0.2
HIST2H3D	-6.64385619	0.21
RP11-196G18.22	-0.168744878	0.08
RP11-196G18.24	0.85465108	0.72
HIST2H2BE	4.545782448	0.93
HIST2H2AC	5.712977927	0.69
HIST2H2AB	1.110557985	0.46
BOLA1	0.541381419	0.15
SV2A	-3.55568249	0.59
SF3B4	1.296073746	0.46
MTMR11	-1.619707127	0.5
OTUD7B	1.586238077	0.53
VPS45	2.730923435	0.84
PLEKHO1	0.718838204	0.57
ANP32E	3.161417475	0.93
CA14	-2.329978536	0.05
APH1A	2.335694927	0.35
C1orf54	0.653563375	0.75
CIART	1.238659094	0.01
MRPS21	3.525804147	0.56
PRPF3	2.034699556	0.36
RPRD2	2.615323551	0.31
TARS2	1.746085666	0.45
ECM1	1.862829634	0.56
FALEC	-3.100402247	0.18
RP11-54A4.2	0.25030121	0.7
ADAMTSL4	1.247210306	0.7
ADAMTSL4-AS1	-0.51392056	0.3
RN7SL473P	0.027047069	0.91
RN7SL600P	-2.239328447	0.25
MCL1	4.611268075	0.78
ENSA	3.380120077	0.17
GOLPH3L	1.628084429	0.43
HORMAD1	-6.64385619	0.23
CTSS	0.403641458	0.63
CTSK	1.59239408	0.47
ARNT	2.57397522	0.66
SETDB1	1.380927118	0.54
CERS2	2.295102709	0.59
RP11-316M1.12	-3.51375364	0.26
FAM63A	2.848332094	0.98
PRUNE1	3.077339299	0.74
BNIPL	-3.419675801	0.65
C1orf56	0.099241582	0.57
CDC42SE1	2.976171562	0.88
MLLT11	2.88715478	0.6
GABPB2	1.214859949	0
RP11-68I18.10	0.624718447	0.08
SEMA6C	1.922423254	0.24
TNFAIP8L2	-3.152848515	0.61
SCNM1	0.161868778	0.59
LYSMD1	1.703821156	0.63
VPS72	0.86025908	0.12
PIP5K1A	2.462875848	0.47
PSMD4	3.049929354	0.6
RP11-126K1.2	-2.293366186	0.67
ZNF687	0.758735426	0.31
PI4KB	2.063140922	0.85
RN7SL444P	-6.64385619	0.74
RFX5	1.935556598	0.87
SELENBP1	1.918712556	0.7
PSMB4	3.911833749	0.88
POGZ	2.573880868	0.04
CGN	-6.64385619	0.36
TUFT1	0.008211486	0.34
SNX27	2.155109228	0.74
RNU6-1062P	-6.64385619	0.45
RIIAD1	-2.801656125	0.54
MRPL9	2.379701483	0.27
OAZ3	-4.794049456	0.81
TDRKH	-0.648412031	0.1
RP11-98D18.9	-3.991303204	0.57
LINGO4	-3.618438643	0.09
RORC	-0.595469723	0.83
AL450992.2	0.265875215	0.65
THEM4	0.982080007	0.01
S100A10	3.341601509	0.83
AL591893.1	-5.340320878	0.27
S100A11	3.635944761	0.8
TCHH	-5.197572615	0.25
FLG-AS1	0.085684935	0.97
RP11-107M16.2	0.293714276	0.84
HMGN3P1	-6.64385619	0.63
S100A9	0.838020292	0.51
S100A12	-2.983083971	0.62
S100A8	-0.863114224	0.68
RN7SL44P	-6.64385619	0.54
S100A6	6.207292489	0.74
S100A4	2.588309774	0.6
S100A3	-2.325323218	0.3
S100A2	-2.303911134	0.51
S100A16	2.230196497	0.5
S100A14	-0.679911667	0.11
S100A13	2.033496507	0.4
S100A1	5.385621222	0.75
RP1-178F15.4	-3.00595428	0.35
CHTOP	2.621991127	0.55
SNAPIN	2.901795193	0.38
ILF2	3.950199194	0.15
NPR1	1.261699967	0.74
INTS3	2.313096742	0.74
SLC27A3	-0.777056934	0.32
GATAD2B	2.353971608	0.48
RP11-216N14.7	0.994168019	0.91
DENND4B	1.486633066	0.77
CRTC2	0.885499767	0.96
SLC39A1	1.865064694	0.9
RP11-422P24.12	-1.916311166	0.26
CREB3L4	-0.659080401	0.55
JTB	2.753842006	0.99
RP11-422P24.11	-1.512976855	0.29
RAB13	0.923044874	0.28
RPS27	0.432244503	0.76
NUP210L	-5.626279941	0.1
RP11-422P24.9	-2.370451826	0.71
TPM3	1.717890963	0.72
RN7SL431P	0.259293092	0.57
C1orf43	4.547019984	0.79
UBAP2L	3.163488806	0.48
HAX1	4.357823188	0.41
AQP10	-2.180568775	0.06
ATP8B2	0.972442342	0.92
RP11-350G8.5	-4.494642729	0.32
IL6R	0.429759054	0.71
SHE	1.721564734	0.51
TDRD10	-0.708398708	0.83
UBE2Q1	1.884773743	0.9
RP11-61L14.6	-0.392474947	0.64
ADAR	3.36241833	0.91
KCNN3	-0.430319972	0.27
PMVK	1.863719662	0.65
PBXIP1	3.041800847	0.6
PYGO2	1.084641097	0.76
RP11-307C12.12	-1.11070108	0.25
SHC1	2.349281519	0.58
CKS1B	-2.84654844	0.93
FLAD1	1.026187612	0.91
ZBTB7B	0.906762672	0.21
DCST2	-5.076005806	0.13
ADAM15	2.233214743	0.68
EFNA4	-1.537880862	0.35
EFNA3	-2.873878767	0.94
EFNA1	1.921543332	0.15
SLC50A1	-0.092016473	0.1
DPM3	1.725951641	0
KRTCAP2	-1.097541163	0.77
TRIM46	-5.422914675	0.34
MUC1	-4.81273378	0.13
MIR92B	-2.917776313	0.51
THBS3	0.306579336	0.67
MTX1	-0.612202221	0.88
GBAP1	-2.265124176	0.26
GBA	-0.045055379	0.34
FAM189B	-1.268450771	0.56
SCAMP3	2.438495169	0.55
CLK2	1.537736567	0.83
HCN3	-3.587225505	0.33
FDPS	2.113201503	0.75
RUSC1-AS1	-2.211451248	0.53
RUSC1	-0.189103274	0.3
ASH1L	3.810760646	0.8
ASH1L-IT1	-0.289756042	0.16
ASH1L-AS1	-0.398670803	0.65
MSTO1	-1.007269355	0.38
YY1AP1	2.073266541	0.61
DAP3	2.848643295	0.1
MSTO2P	-3.632951061	0.34
GON4L	1.845842619	0.44
SYT11	2.177443314	0.33
RIT1	1.81561615	0
KIAA0907	2.123342733	0.32
SNORA80E	1.14532476	0.48
ARHGEF2	2.168183898	0.31
RP11-336K24.12	-3.036414196	0.01
SSR2	1.308834175	0.74
UBQLN4	1.023277973	0.02
LAMTOR2	2.346745958	0.24
MEX3A	-5.654571433	0.65
LMNA	3.487097279	0.03
SEMA4A	-2.419817874	0.25
SLC25A44	1.049583623	0.22
PMF1-BGLAP	-6.64385619	0
PMF1	1.728568082	0.5
BGLAP	-2.232414415	0.35
PAQR6	-2.658152297	0.92
SMG5	3.686530816	0.33
TMEM79	-2.143112945	0.5
GLMP	0.025976607	0.03
CCT3	3.954787807	0.75
MEF2D	3.455986179	0.4
Y_RNA	1.101452104	0.15
RP11-284F21.8	-2.815821947	0.92
IQGAP3	-5.163701801	0.76
NAXE	3.495400629	0.35
GPATCH4	-0.076657621	0.2
AL365181.1	0.912896625	0.88
HAPLN2	-2.789727844	0.82
RP11-284F21.9	-6.64385619	0.21
BCAN	-6.64385619	0.12
RP11-284F21.10	-5.121522307	0.71
NES	5.57813142	0.17
CRABP2	-0.840401778	0.1
RP11-66D17.5	-1.224262461	0.38
ISG20L2	0.639602138	0.43
RRNAD1	0.180509529	0.25
MRPL24	3.211747998	0.1
HDGF	3.784969308	0.18
PRCC	1.455101608	0.42
SH2D2A	-4.106898889	0.18
NTRK1	-4.729237526	0.32
INSRR	-4.125037632	0.4
PEAR1	0.988961088	0.2
ARHGEF11	2.182718356	0.63
RP11-110J1.2	-3.493035882	0.97
ETV3	1.621763252	0.97
FCRL5	-6.64385619	0.87
FCRL3	-6.64385619	0.32
FCRL1	-6.64385619	0.44
CD5L	-4.854509571	0.05
KIRREL	0.603952585	0.28
KIRREL-IT1	-0.264885433	0.4
RP11-404O13.1	-2.389714011	0.68
CD1D	-0.298002275	0.58
CD1C	-1.930895853	0.96
CD1B	-4.231075996	0.77
CD1E	-6.64385619	0.15
RP11-144L1.8	-4.723866664	0.22
SPTA1	-5.964133133	0.67
MNDA	-1.250735646	0.29
PYHIN1	-4.010965782	0.01
IFI16	1.953620082	0.45
AIM2	-6.64385619	0.63
CADM3	-1.854042359	0.78
CADM3-AS1	-1.34997564	0.55
ACKR1	0.882449131	0.31
FCER1A	-0.786685706	0.82
DUSP23	0.934648678	0.14
FCRL6	-6.64385619	0.56
SLAMF8	-3.8279891	0.01
C1orf204	-0.227128222	0.53
RP11-190A12.8	-1.557699798	0.8
CFAP45	-2.548861661	0.66
TAGLN2	3.058498433	0.75
IGSF9	-6.64385619	0.16
SLAMF9	-6.64385619	0.78
LINC01133	-2.457127784	0.68
KCNJ10	-6.64385619	0.15
RP11-226L15.5	-0.996206018	0.33
PIGM	0.24297016	0.63
IGSF8	1.579875767	0.61
ATP1A2	5.480341487	0.39
ATP1A4	-3.695103772	0.92
CASQ1	4.141129712	0.13
RP11-536C5.7	-6.64385619	0.9
PEA15	5.490890612	0.5
DCAF8	2.77587873	0.46
RP11-574F21.2	-3.079246364	0.6
RPSAP18	-6.64385619	0.77
PEX19	2.835422131	0.27
COPA	4.06265646	0.35
SUMO1P3	-0.724043775	0.23
Y_RNA	0.688654079	0.3
NCSTN	3.396496541	0.55
VANGL2	-1.262766944	0.89
SLAMF6	-6.64385619	0.91
CD84	-1.51874285	0.03
SLAMF1	-3.631915358	0.7
