	fc	p
SLC16A1-AS1	0.360157006	0.42
RP11-31F15.2	-2.913984751	0.06
LRIG2	1.839894985	0.86
MAGI3	1.147535264	0.36
RP11-512F24.1	-2.974073901	0.6
PHTF1	0.483810103	0.32
RP4-730K3.3	-1.274738697	0.65
RSBN1	1.555152404	0.1
BCL2L15	-3.904628419	0.5
HIPK1-AS1	-3.864947144	0.24
OLFML3	1.214020667	0.25
NRAS	1.881695654	0.48
CSDE1	6.783623555	0.97
TSPAN2	-0.628265355	0.77
RP4-663N10.1	-3.655643073	0.93
VANGL1	-0.116959271	0.69
ATP1A1-AS1	-0.997356939	0.82
RNU6-817P	-0.760891498	0.13
RP4-655J12.4	-1.767308345	0.61
RP5-1086K13.1	-1.623660992	0.53
NAP1L4P1	0.747338418	0.59
IGSF3	1.558342129	0.52
PTGFRN	4.977147782	0.22
RP11-27K13.3	-4.60809339	0.27
TTF2	0.799437859	0.39
RPS15AP9	-2.570411934	0.45
RP11-188D8.1	-1.218556126	0.26
RP4-675C20.4	-0.36155658	0.23
FAM46C	1.491131818	0.38
GDAP2	1.955526856	0.78
SPAG17	-5.110341652	0.32
TBX15	-1.839140049	0.11
WARS2-IT1	-2.428727682	0.53
RBMX2P3	-2.877375532	0.57
RPS3AP12	-1.997847761	1.0
RP11-418J17.1	0.226309074	0.05
GAPDHP32	-3.827162478	0.31
GAPDHP27	-3.854113	0.26
GAPDHP33	-1.69994871	0.33
LINC00622	-2.306534133	0.04
RP5-1042I8.7	-1.453378971	0.07
NOTCH2	2.120101844	0.81
CH17-472G23.1	-3.630730527	0.01
PFN1P2	-4.551972282	0.44
NBPF8	-2.013261767	0.61
CH17-472G23.4	3.043557985	0.83
NBPF26	-4.643610792	0.91
RNVU1-19	-6.64385619	0.07
LINC00623	-4.677555933	0.04
HIST2H2BA	-3.477037013	0.88
SRGAP2C	-2.003922953	0.14
CH17-437K3.1	-0.477037924	0.97
RP11-343N15.2	-1.505709401	0.37
RP11-344P13.3	-2.977943432	0.51
EMBP1	-5.385383797	0.64
RP11-744H18.1	-6.64385619	0.93
RNVU1-17	-6.64385619	0.74
RP11-403I13.4	-6.64385619	0.65
FCGR1CP	-6.64385619	0.93
RNVU1-15	-6.64385619	0.52
NBPF15	-0.877182803	0.85
SRGAP2B	-4.273007345	0.78
RP11-403I13.8	-4.326247747	0.66
CH17-373J23.1	-2.443224088	0.22
NBPF20	-3.163056373	0.97
CH17-262O2.1	-6.64385619	0.93
NBPF25P	-5.278428579	0.7
GPR89A	-2.833548031	0.07
NUDT17	-0.178088223	0.05
ANKRD35	-2.269896366	0.81
GNRHR2	-3.59968238	0.38
LIX1L	2.387177757	0.77
ANKRD34A	-2.060592382	0.53
CH17-270A2.1	-1.900576885	0.23
RNVU1-6	-6.64385619	0.37
RP11-458D21.1	-4.08090104	0.51
NBPF10	-2.915129459	0.69
NOTCH2NL	-3.270316291	0.08
CH17-408M7.1	-3.250322683	0.94
HYDIN2	-3.158192374	0.65
NBPF12	-1.383258429	0.27
NBPF13P	-2.782365427	0.72
RP11-337C18.8	-0.459839835	0.22
FMO5	-3.174083296	0.86
PDIA3P1	0.12275775	0.9
CCT8P1	-1.048865421	0.04
RPL7AP15	-3.541342113	0.65
LINC00624	-6.64385619	0.07
GPR89B	-1.963781178	0.81
RNVU1-7	0.567110438	0.58
PDE4DIPP1	-6.64385619	0.11
NBPF11	-2.536807161	0.11
RP4-565E6.1	-6.64385619	0.73
RP6-74O6.6	-6.64385619	0.01
RNVU1-1	-0.423184558	0.88
LINC01138	-3.092386197	0.19
RNU1-13P	0.584693682	0.71
RP11-495P10.1	-2.834959459	0.25
NBPF14	-2.520114606	0.48
PDE4DIP	4.837219875	0.64
NBPF9	-2.038374558	1.0
CH17-189H20.1	-2.385952829	0.12
WI2-1896O14.1	3.542250439	0.87
NBPF19	-3.632009552	0.35
LINC00869	-4.066591336	0.28
HIST2H2BF	-0.892766264	0.19
RP11-196G18.3	-3.67823948	0.2
HIST2H3D	-6.64385619	0.21
RP11-196G18.22	-0.168744878	0.08
RP11-196G18.24	0.85465108	0.72
HIST2H2AB	1.110557985	0.46
BOLA1	0.541381419	0.15
MTMR11	-1.619707127	0.5
PLEKHO1	0.718838204	0.57
ANP32E	3.161417475	0.93
C1ORF54	0.653563375	0.75
CIART	1.238659094	0.01
FALEC	-3.100402247	0.18
RP11-54A4.2	0.25030121	0.7
ADAMTSL4-AS1	-0.51392056	0.3
RN7SL473P	0.027047069	0.91
RN7SL600P	-2.239328447	0.25
ENSA	3.380120077	0.17
GOLPH3L	1.628084429	0.43
HORMAD1	-6.64385619	0.23
RP11-316M1.12	-3.51375364	0.26
FAM63A	2.848332094	0.98
PRUNE1	3.077339299	0.74
BNIPL	-3.419675801	0.65
C1ORF56	0.099241582	0.57
CDC42SE1	2.976171562	0.88
MLLT11	2.88715478	0.6
GABPB2	1.214859949	0.0
RP11-68I18.10	0.624718447	0.08
SEMA6C	1.922423254	0.24
SCNM1	0.161868778	0.59
LYSMD1	1.703821156	0.63
RP11-126K1.2	-2.293366186	0.67
ZNF687	0.758735426	0.31
RN7SL444P	-6.64385619	0.74
RFX5	1.935556598	0.87
SELENBP1	1.918712556	0.7
POGZ	2.573880868	0.04
TUFT1	0.008211486	0.34
SNX27	2.155109228	0.74
RNU6-1062P	-6.64385619	0.45
RIIAD1	-2.801656125	0.54
RP11-98D18.9	-3.991303204	0.57
LINGO4	-3.618438643	0.09
RORC	-0.595469723	0.83
AL450992.2	0.265875215	0.65
AL591893.1	-5.340320878	0.27
FLG-AS1	0.085684935	0.97
RP11-107M16.2	0.293714276	0.84
HMGN3P1	-6.64385619	0.63
RN7SL44P	-6.64385619	0.54
S100A6	6.207292489	0.74
S100A4	2.588309774	0.6
S100A3	-2.325323218	0.3
S100A2	-2.303911134	0.51
S100A16	2.230196497	0.5
S100A14	-0.679911667	0.11
S100A13	2.033496507	0.4
RP1-178F15.4	-3.00595428	0.35
RP11-216N14.7	0.994168019	0.91
RP11-422P24.12	-1.916311166	0.26
JTB	2.753842006	0.99
RP11-422P24.11	-1.512976855	0.29
RAB13	0.923044874	0.28
NUP210L	-5.626279941	0.1
RP11-422P24.9	-2.370451826	0.71
RN7SL431P	0.259293092	0.57
C1ORF43	4.547019984	0.79
UBAP2L	3.163488806	0.48
HAX1	4.357823188	0.41
RP11-350G8.5	-4.494642729	0.32
SHE	1.721564734	0.51
TDRD10	-0.708398708	0.83
RP11-61L14.6	-0.392474947	0.64
PBXIP1	3.041800847	0.6
RP11-307C12.12	-1.11070108	0.25
ZBTB7B	0.906762672	0.21
DCST2	-5.076005806	0.13
EFNA4	-1.537880862	0.35
EFNA3	-2.873878767	0.94
EFNA1	1.921543332	0.15
KRTCAP2	-1.097541163	0.77
MUC1	-4.81273378	0.13
MIR92B	-2.917776313	0.51
GBAP1	-2.265124176	0.26
FAM189B	-1.268450771	0.56
SCAMP3	2.438495169	0.55
CLK2	1.537736567	0.83
RUSC1-AS1	-2.211451248	0.53
RUSC1	-0.189103274	0.3
ASH1L-IT1	-0.289756042	0.16
ASH1L-AS1	-0.398670803	0.65
MSTO1	-1.007269355	0.38
YY1AP1	2.073266541	0.61
MSTO2P	-3.632951061	0.34
GON4L	1.845842619	0.44
KIAA0907	2.123342733	0.32
SNORA80E	1.14532476	0.48
RP11-336K24.12	-3.036414196	0.01
UBQLN4	1.023277973	0.02
MEX3A	-5.654571433	0.65
LMNA	3.487097279	0.03
PMF1-BGLAP	-6.64385619	0.0
PAQR6	-2.658152297	0.92
TMEM79	-2.143112945	0.5
GLMP	0.025976607	0.03
RP11-284F21.8	-2.815821947	0.92
NAXE	3.495400629	0.35
GPATCH4	-0.076657621	0.2
AL365181.1	0.912896625	0.88
HAPLN2	-2.789727844	0.82
RP11-284F21.9	-6.64385619	0.21
BCAN	-6.64385619	0.12
RP11-284F21.10	-5.121522307	0.71
NES	5.57813142	0.17
CRABP2	-0.840401778	0.1
RP11-66D17.5	-1.224262461	0.38
RRNAD1	0.180509529	0.25
NTRK1	-4.729237526	0.32
INSRR	-4.125037632	0.4
PEAR1	0.988961088	0.2
RP11-110J1.2	-3.493035882	0.97
ETV3	1.621763252	0.97
FCRL5	-6.64385619	0.87
FCRL3	-6.64385619	0.32
FCRL1	-6.64385619	0.44
CD5L	-4.854509571	0.05
KIRREL-IT1	-0.264885433	0.4
RP11-404O13.1	-2.389714011	0.68
CD1E	-6.64385619	0.15
RP11-144L1.8	-4.723866664	0.22
PYHIN1	-4.010965782	0.01
CADM3-AS1	-1.34997564	0.55
ACKR1	0.882449131	0.31
DUSP23	0.934648678	0.14
FCRL6	-6.64385619	0.56
SLAMF8	-3.8279891	0.01
C1ORF204	-0.227128222	0.53
RP11-190A12.8	-1.557699798	0.8
CFAP45	-2.548861661	0.66
IGSF9	-6.64385619	0.16
SLAMF9	-6.64385619	0.78
LINC01133	-2.457127784	0.68
RP11-226L15.5	-0.996206018	0.33
IGSF8	1.579875767	0.61
RP11-536C5.7	-6.64385619	0.9
RP11-574F21.2	-3.079246364	0.6
RPSAP18	-6.64385619	0.77
SUMO1P3	-0.724043775	0.23
SLAMF1	-3.631915358	0.7
RP11-404F10.2	-4.212992035	0.97
LY9	-5.427620334	0.29
RP11-312J18.5	-1.55642395	0.56
ITLN2	-6.64385619	0.55
NECTIN4	-6.64385619	0.05
KLHDC9	0.087234237	0.77
NIT1	1.181888258	0.85
DEDD	1.637454474	0.45
UFC1	2.793863027	0.88
TOMM40L	2.169212312	0.64
PCP4L1	-2.478132068	0.96
RP11-122G18.12	-1.988155703	0.01
RP11-122G18.7	-1.253241378	0.83
FCGR2A	-0.532776139	0.33
RP11-25K21.6	-6.64385619	0.34
FCGR2C	-0.697341911	0.27
HSPA7	-0.583154862	0.46
FCRLA	-5.136822826	0.94
FCRLB	-4.144233077	0.02
DUSP12	0.867741725	0.49
RP11-456P18.2	-0.773423022	0.11
OLFML2B	-2.17132241	0.05
NOS1AP	-1.35685046	0.32
C1ORF226	-0.418442582	0.24
RP11-359K18.4	-0.240744514	0.88
RN7SL861P	-1.206248063	0.98
CCDC190	-3.03702801	0.84
RNU6-171P	1.984430134	0.95
RP11-477H21.2	1.759288313	0.54
RP11-506O24.2	-1.442436496	0.13
LMX1A	-4.686561858	0.74
RP11-280O1.2	-0.990472077	0.34
LRRC52	-2.118058146	0.53
TMCO1	2.122177857	0.29
RP11-466F5.8	-0.672616373	0.58
UCK2	0.422908297	0.88
FAM78B	-2.154892217	0.59
RP11-9L18.3	-1.380937881	0.0
RP11-9L18.2	-3.810286459	0.01
POGK	1.596375776	0.09
DUTP6	-1.31553257	0.72
ILDR2	-0.417454982	0.64
GPA33	-1.235164502	0.49
DUSP27	5.457547164	0.12
RP11-52A20.2	-0.428457495	0.67
CD247	-4.187868177	0.54
RP11-104L21.2	-6.64385619	0.28
RP3-455J7.4	-4.881997839	0.65
RCSD1	2.583211154	0.02
MPZL1	1.612108626	0.22
GCSHP5	-1.082141901	0.58
TIPRL	3.337615999	0.55
SFT2D2	1.617970799	0.66
TBX19	-2.38099384	0.8
DPT	3.556545524	0.72
CCDC181	-2.493692588	0.28
RP1-206D15.5	2.443614961	0.9
RP1-206D15.6	0.736127957	0.11
F5	0.477502002	0.43
C1ORF112	-1.499068831	0.1
METTL18	0.942393348	0.51
SCYL3	0.296803371	0.46
RN7SL269P	-2.266625881	0.03
METTL11B	-2.640855861	0.67
RP11-297H3.3	-2.566845289	0.28
RP11-576I22.2	-3.25545508	0.35
GORAB	0.686245396	0.79
PRRX1	3.310944554	0.36
RP1-79C4.4	0.59898842	0.01
FMO3	-1.00628514	0.77
FMO4	0.854223509	0.13
RP4-798A17.5	-1.888653617	0.81
PRRC2C	3.479324538	0.49
MYOC	0.84441087	0.09
PFN1P1	-1.191331751	0.65
RPL4P3	-3.292761769	0.6
METTL13	0.866319187	0.97
DNM3-IT1	-6.64385619	0.59
DNM3OS	0.105698221	0.14
MIR199A2	-6.64385619	0.15
C1ORF105	-1.972379771	0.63
SUCO	2.10356867	0.64
GOT2P2	1.585038708	0.18
RP3-395P12.2	-2.435337087	0.28
RP11-296O14.2	0.242791826	0.27
RP11-296O14.3	-0.519915516	0.25
ANKRD45	-5.024391459	0.96
RP11-360D2.2	-1.049291682	0.38
RN7SKP160	-1.454411095	0.64
GAS5-AS1	-0.693030918	0.18
GAS5	1.370455618	0.48
ZBTB37	1.42829802	0.32
SERPINC1	-4.502247309	0.92
RC3H1	2.727075341	0.06
RC3H1-IT1	0.12086571	0.49
RP11-160H22.5	-1.632138061	0.91
RABGAP1L	3.211649699	0.71
GPR52	1.325051787	0.65
RP1-102G20.2	-1.094709206	0.85
RABGAP1L-IT1	-1.567230698	0.41
CACYBP	1.30507254	0.41
KIAA0040	1.566435734	0.65
RP11-318C24.2	-3.295735866	0.24
SCARNA3	1.345670659	0.94
RP11-195C7.1	-3.130324394	0.63
ASTN1	-2.274257914	0.14
BRINP2	-2.262463089	0.94
RP4-798P15.3	-1.689236414	0.36
RP11-568K15.1	1.072319201	0.72
RASAL2-AS1	-4.029922734	0.23
RP4-765C7.2	3.959600992	0.96
TEX35	-4.648083968	0.24
C1ORF220	-1.099806067	0.62
RALGPS2	-0.005696466	0.34
ANGPTL1	2.191087592	0.66
FAM20B	3.485369517	0.9
TOR3A	0.481581043	0.51
AXDND1	-6.64385619	0.44
FAM163A	-6.64385619	0.18
RP11-12M5.4	-2.466600558	0.11
TOR1AIP2	1.898137437	0.65
RP11-533E19.7	-3.815940985	0.81
TOR1AIP1	2.32694375	0.49
RN7SL230P	0.268705498	0.7
RP11-533E19.5	-4.107849171	0.7
CEP350	3.175381894	0.62
RPSAP16	-0.289177571	0.77
QSOX1	1.496843484	0.04
OVAAL	-1.268135619	0.46
XPR1	4.423933673	0.21
U6	0.922523309	0.62
RP11-46A10.2	-1.988618832	0.85
KIAA1614	-0.274599891	0.59
RP11-46A10.5	-2.649812411	0.71
KIAA1614-AS1	-0.647296046	0.63
RP11-46A10.6	-1.526744356	0.45
RP11-46A10.8	-1.15074742	0.13
MR1	-0.60951264	0.95
IER5	1.099049962	0.29
GM140	-2.041277112	0.48
EIF1P3	-2.391079018	0.56
RP11-317P15.4	-4.214986142	0.4
SMG7-AS1	-6.64385619	0.28
NCF2	-0.372555043	0.9
RP11-382D12.2	-6.64385619	0.87
C1ORF21	2.570057272	0.53
GS1-115G20.1	1.103995909	0.91
GS1-115G20.2	0.836618424	0.6
FAM129A	6.338912121	0.45
RNU7-13P	1.550591256	0.9
TRMT1L	2.383995703	0.9
SWT1	1.426989906	0.76
RP4-635A23.4	-1.171188865	0.14
RP4-635A23.6	0.666621312	1.0
IVNS1ABP	3.738659937	0.52
GS1-279B7.2	-1.595428877	0.12
HMCN1	1.035184142	0.74
PRG4	-1.14377252	0.17
C1ORF27	2.401482219	0.66
OCLM	-1.035770261	0.88
RP11-295K2.3	-1.297139953	0.24
GS1-304P7.2	-6.64385619	0.09
PTGS2	-3.298949402	0.63
PACERR	-6.64385619	0.65
PLA2G4A	-0.903358404	0.71
BRINP3	-1.925081053	1.0
LINC01351	-3.192361384	0.4
RP11-142L4.3	-3.517034057	0.06
RP5-1011O1.2	-0.113806228	0.72
RN7SKP126	-0.705248546	0.88
LINC01032	0.141434721	0.37
ZNF101P2	-0.243730476	0.77
TROVE2	3.096647891	0.73
RP11-101E13.5	0.081016307	0.84
GLRX2	1.620798758	0.42
LINC01031	-2.044832999	0.54
EEF1A1P14	-3.355581734	0.82
KCNT2	-1.288445269	0.89
ASPM	-3.122762314	0.99
ZBTB41	1.871914868	0.45
RP11-332L8.1	-0.752685203	0.39
CRB1	-3.463894591	0.69
FAM204BP	-0.349948377	0.01
C1ORF53	0.256949715	0.34
NEK7	5.987698624	0.23
MIR181A1HG	-0.340629239	0.92
MIR181B1	-6.64385619	0.36
LINC00862	-3.899131822	0.95
RP11-469A15.2	-6.64385619	0.81
ZNF281	1.53928774	0.13
DDX59	1.423577441	0.27
CAMSAP2	3.290576849	0.83
RPL34P6	-2.435337087	0.31
TMEM9	0.833702743	0.94
IGFN1	-6.06085035	0.23
LAD1	-2.317603812	0.09
PHLDA3	0.439224842	0.93
RP11-134G8.7	0.360121707	0.73
RP11-134G8.5	0.29578637	0.78
NAV1	2.999779632	0.82
RP11-90L20.2	-3.704556175	0.82
MIR1231	0.402287525	0.08
IPO9	1.843991021	0.45
MIR6739	0.695012244	0.5
SHISA4	3.041624776	0.64
RP11-307B6.3	-0.45535924	0.67
RNPEP	1.254526322	0.82
PTPRVP	-5.706737032	0.05
UBE2T	1.112867626	0.92
PPP1R12B	5.902409151	0.17
RP11-175B9.2	0.563436218	0.04
RP11-569A11.1	0.217693414	0.37
RP11-480I12.2	-6.64385619	0.56
PCAT6	-6.64385619	0.29
RP11-480I12.5	-4.299210478	0.15
RABIF	0.172859211	0.61
TMEM183A	0.5495638	0.87
LINC01136	-6.64385619	0.06
FMOD	1.593387345	0.24
PRELP	2.20092909	0.38
SNORA77	1.277001153	0.55
LAX1	-5.114481649	0.97
ZBED6	2.39187305	0.98
RP11-74C13.4	-2.777080028	0.73
RP11-203F10.6	-2.889883172	0.59
PPP1R15B	3.062703806	0.51
RP11-430C7.4	-3.346132362	0.84
LRRN2	-2.562313239	0.44
RP11-430C7.5	-4.748957675	0.55
NFASC	0.594998434	0.71
RP11-494K3.2	0.252062398	0.05
TMEM81	-0.853223112	0.77
DSTYK	1.105407266	0.48
TMCC2	-2.798901008	0.78
NUAK2	-3.117755028	0.67
KLHDC8A	-6.64385619	0.97
CDK18	2.927101565	0.6
MFSD4A	-2.681450154	0.41
ELK4	2.454406645	0.84
NUCKS1	5.44033746	1.0
RAB29	0.072185042	0.24
C1ORF186	-6.64385619	0.05
FAM72A	-5.26819761	0.63
RASSF5	-1.016453597	0.64
CH17-76K2.6	-5.095656658	0.99
EIF2D	1.430813041	0.76
DYRK3	1.117617161	0.15
MAPKAPK2	4.502209481	0.52
RP11-343H5.4	0.488913482	0.51
FCMR	-1.905316622	0.57
C1ORF116	-4.542968734	0.11
CR1L	-6.64385619	0.22
CDCA4P4	-0.474315924	0.14
C1ORF132	2.109390068	0.69
CD34	2.2253439	0.19
CAMK1G	-6.64385619	0.95
RP1-28O10.1	-0.638392138	0.98
TRAF3IP3	-4.603315636	0.54
C1ORF74	-0.964794691	0.58
SYT14	-6.64385619	0.05
SERTAD4-AS1	-1.215401686	0.5
SERTAD4	0.238558784	0.44
HHAT	-0.405504142	0.45
RP11-75I2.3	-2.643100914	0.56
IPO8P1	-4.356612197	0.57
RCOR3	2.810961175	0.69
TRAF5	-0.893506311	0.12
LINC00467	-0.786627752	0.42
SNX25P1	-3.602218173	0.72
RN7SL344P	-1.25959908	0.03
RPL21P28	-6.64385619	0.23
RP11-15I11.3	-6.64385619	0.12
RP11-384C4.6	1.16201996	0.66
SNORA16B	0.846123903	0.99
RP11-384C4.2	-0.215105085	0.29
TMEM206	-0.76186523	0.07
NENF	4.207705136	0.93
RP11-61J19.5	-2.566130767	0.98
RP11-338C15.3	-6.64385619	0.81
BATF3	-2.593605893	0.05
TATDN3	1.408156764	0.85
FLVCR1-AS1	-3.217576656	0.25
FLVCR1	-0.508280308	0.2
ANGEL2	1.470555534	0.33
RPS6KC1	1.369157894	0.37
PROX1-AS1	-4.468172264	0.54
PROX1	3.244534645	0.47
RP11-478J18.2	-2.758276294	0.49
RP11-53A1.3	-4.677038428	0.69
RP11-176D17.3	-6.64385619	0.89
RP11-365D23.4	-0.64482842	0.92
KCTD3	2.486439533	0.98
USH2A	-0.308736591	0.25
GPATCH2	0.932722682	0.82
SPATA17	-2.939099945	0.83
RRP15	1.443283195	0.67
TGFB2-AS1	-2.141538355	0.59
LYPLAL1-AS1	-0.753077075	0.93
LYPLAL1	3.690046081	0.72
RP11-392O17.2	-0.099681193	0.55
RP11-392O17.1	-3.566712648	0.03
ZC3H11B	-5.439924372	0.76
RPS15AP12	-2.595104035	0.27
SNORA36B	-0.102953381	0.42
MORF4L1P1	0.257566018	0.5
AURKAPS1	-4.064186892	0.15
MARK1	1.655750687	0.46
RN7SL464P	-0.690984216	0.4
HDAC1P2	-0.230828978	0.61
C1ORF115	0.953719262	0.77
RNU6ATAC35P	-1.25959908	0.53
RP11-295M18.6	-6.64385619	0.43
LINC01352	-2.884339736	0.59
HLX	-1.854692831	0.35
RP11-400N13.3	-6.64385619	0.82
HHIPL2	-5.140808711	0.17
TAF1A-AS1	-1.379001082	0.57
RP11-378J18.8	-2.559682078	0.44
AIDA	-0.281696973	0.38
BROX	2.387266011	0.11
FAM177B	-4.14926047	0.84
RP11-452F19.3	-1.1155508	0.48
RP11-455P21.3	-6.64385619	0.74
DISP1	0.679746767	0.93
NDUFB1P2	0.465943164	0.4
SUSD4	-1.166406292	0.62
GTF2IP20	-1.803092373	0.69
RP11-504P24.3	-0.754708695	0.6
RP11-504P24.9	-0.898425449	0.73
FBXO28	2.138244376	0.49
NVL	1.046723565	0.34
CNIH4	1.359696204	0.95
WDR26	3.149744087	0.74
MIR4742	1.510573133	0.06
DNAH14	-4.32689209	0.81
RP11-285F7.2	1.28523475	0.43
SDE2	1.916176453	0.97
RP11-396C23.4	-2.909092795	0.61
H3F3A	-0.975324396	0.47
RP11-396C23.2	-2.671383343	0.28
STUM	-2.242330897	0.85
ITPKB-IT1	-1.487033689	0.35
COQ8A	3.462217843	0.95
CDC42BPA	2.893760518	0.28
RP11-211A18.1	0.341361522	0.92
SNAP47	3.11685438	0.3
JMJD4	0.343019096	0.47
MIR5008	2.363109779	0.12
RP5-881P19.7	-2.765933315	0.6
C1ORF35	-1.217084953	0.92
RP11-520H14.7	-2.548257842	0.22
IBA57-AS1	-3.263621187	0.59
IBA57	0.542502644	0.81
C1ORF145	-5.235504475	0.15
RP5-1139B12.2	-3.300018645	0.36
RP5-1139B12.3	-2.920837204	0.91
RP11-245P10.4	-0.212947262	0.19
HIST3H2A	-0.288164675	0.5
RNF187	2.037632115	0.66
RNA5S9	-6.64385619	0.54
DUSP5P1	-6.64385619	0.33
RP5-1061H20.4	-1.882651947	0.06
RAB4A	3.081961983	0.56
RP4-803J11.2	-1.369275795	0.38
CCSAP	0.256892607	0.99
URB2	0.184014963	0.74
PGBD5	-1.745559674	0.94
RP11-99J16__A.2	-2.400255476	0.32
C1ORF198	2.873445694	0.23
RP5-858B6.3	-3.539737555	0.01
TTC13	1.110119575	0.74
FAM89A	-1.274973936	0.82
TRIM67	-5.924067657	0.69
C1ORF131	-0.222462229	0.86
RP11-295G20.2	-2.02109602	0.21
DISC1	-1.124106409	0.27
DISC1-IT1	-1.613907596	0.7
SIPA1L2	4.261056989	0.61
MAP10	0.554420641	0.95
NTPCR	0.084527433	0.54
PCNX2	-2.542974568	0.86
RP5-862P8.2	-3.816567453	0.27
RP5-827C21.4	0.343848608	0.3
COA6	1.50685131	0.51
TARBP1	1.597180865	0.48
LINC01354	-3.774644785	0.81
IRF2BP2	3.65860856	0.45
LINC01132	-4.579898684	0.67
RP11-443B7.1	-4.435504536	0.42
LINC01348	-6.64385619	0.77
RP4-597N16.4	-1.782785297	0.13
SNORA14B	1.84210562	0.35
RBM34	-1.733516734	0.07
RP11-382D8.3	-2.158756421	0.24
LYST	1.244480239	0.51
LDHAP2	-3.810916194	0.85
RP4-764D2.1	-2.37460353	0.18
GPR137B	2.715580839	0.36
ERO1B	1.155149681	0.0
LGALS8	2.908768463	0.13
LGALS8-AS1	-2.897236187	0.93
RP11-385F5.5	-1.137816017	0.68
RPSAP21	-0.396099219	0.35
RN7SKP195	4.770278569	0.87
MIR4428	2.534913594	0.93
CHRM3-AS2	-4.606971551	0.14
FMN2	-5.945571591	0.35
RP11-567G24.1	-3.340426083	0.18
WDR64	-5.49227213	0.98
PLD5	-4.587104058	0.96
RP11-498M14.1	-6.64385619	0.73
RP11-261C10.7	-6.64385619	0.8
LINC01347	-1.42942232	1.0
CEP170	1.674652195	0.3
AKT3	1.833157407	0.85
FABP7P1	-0.672946497	0.96
RP11-370K11.1	0.131847668	0.83
AKT3-IT1	0.496099191	0.55
ZBTB18	2.136447587	0.29
TGIF2P1	-1.866514851	0.62
C1ORF101	-3.418189938	0.51
DESI2	2.018895817	0.73
RP11-11N7.4	-3.025931996	0.01
RN7SKP55	-1.310957463	0.9
RP11-156E8.1	-4.483759885	0.86
EFCAB2	1.284161223	0.36
RNU6-1283P	-6.64385619	0.08
SMYD3-IT1	-0.559542609	0.78
CNST	1.945194908	0.71
RP11-1086F11.1	-1.800664162	0.02
RP11-439E19.9	-5.043202984	0.02
KIF28P	-6.64385619	0.23
RP11-439E19.10	0.467592279	0.44
LINC01341	-0.810136574	1.0
ZNF695	-5.261837509	0.01
C1ORF229	-3.471370344	0.2
RP11-488L18.6	-6.64385619	0.84
RP11-488L18.3	-1.295455617	0.6
RP11-488L18.10	-0.645018392	0.51
RP11-488L18.4	1.761201625	0.19
RP11-488L18.1	-2.135511892	0.78
GCSAML	-6.64385619	0.7
GCSAML-AS1	-6.64385619	0.15
TRIM58	-6.64385619	0.92
SH3BP5L	0.753994603	0.66
ZNF672	1.620239537	0.48
PGBD2	-0.725210117	0.03
FAM110C	-1.009954386	0.39
SH3YL1	-0.193285535	0.0
ACP1	2.334179582	0.48
FAM150B	-1.955488538	0.21
AC079779.4	-6.64385619	0.13
TMEM18	-0.239049655	0.39
AC092159.2	-6.64385619	0.11
SNTG2	-1.524864454	0.25
TSSC1	-0.372095272	0.1
TSSC1-IT1	-1.217084953	0.47
AC142528.1	-6.64385619	0.31
AC108488.4	-0.126906765	0.4
RNASEH1	1.178427696	0.49
RNASEH1-AS1	0.001010751	0.32
ALLC	-6.64385619	0.84
SOX11	-1.28156854	0.08
AC010729.1	-6.64385619	0.28
LINC01105	-3.86014542	0.85
LINC00487	-3.439113284	0.05
NRIR	-1.64367824	0.21
CMPK2	-0.330291651	0.15
RNF144A-AS1	-4.352791831	0.95
RP11-557L19.1	-1.04151311	0.72
LINC00299	-4.744190705	0.55
AC011747.4	-5.412832162	0.56
ID2-AS1	-2.217474922	0.88
RP11-434B12.1	2.52600992	0.73
ASAP2	1.272434737	0.71
ITGB1BP1	1.270964467	0.15
IAH1	1.667111975	0.94
RP11-400L8.2	-6.64385619	0.87
RP11-214N9.1	-2.760322722	0.83
RP11-95D17.1	-2.345683464	0.53
RP11-254F7.2	-0.771758645	0.18
KLF11	2.570342272	0.36
RP11-254F7.3	-6.64385619	0.9
CYS1	-0.679068089	0.15
C2ORF48	-4.580188028	0.3
HPCAL1	0.227520764	0.9
ODC1	3.533147924	0.26
SNORA80B	-0.156401963	0.57
RP11-320M2.1	-2.207532223	0.71
NOL10	2.221692357	0.56
PDIA6	3.930886212	0.85
AC092687.4	2.523230528	0.87
RP11-245G13.2	3.2965565	0.92
PQLC3	0.726184755	0.84
RN7SL674P	0.146623978	0.99
TRIB2	2.781248187	0.6
MIR3125	0.638785135	0.89
AC064875.2	-2.477175034	0.54
FAM84A	-2.998378013	0.41
RP11-32P22.1	-1.487033689	0.34
MYCN	-2.193061752	0.64
FAM49A	-0.213012699	0.48
RAD51AP2	-2.180383865	0.81
VSNL1	1.763082989	0.1
RP11-111J6.2	-2.668088477	0.77
AC106053.1	-0.586837306	0.2
LINC01376	-2.371375573	0.03
OSR1	-1.943321372	0.07
LINC00954	-3.74820907	0.36
TTC32	0.396508478	0.04
MATN3	-6.64385619	0.15
LAPTM4A	4.514747766	0.52
SDC1	-5.222556655	0.75
AC007041.2	-6.64385619	0.71
AC023137.2	-1.31553257	0.64
HS1BP3	-0.305414264	0.01
RP11-130L8.2	-2.761855365	0.92
HS1BP3-IT1	-3.177148999	0.35
AC012065.5	-2.548861661	0.39
